SWITCH,Enode,Enum,AddressId,NE1,NE2,NE3,NE4,NE5,NE6,NE7,NE8,NE9,NE10
SWITCH65,1133,0,62,0,1,0,1,1,0,1,1,0,0
SWITCH64,1131,1,61,0,1,0,1,0,1,1,0,1,0
SWITCH64,1132,2,61,0,1,1,0,0,1,0,1,1,0
SWITCH65,1133,0,62,1,0,0,1,1,0,1,0,0,1
SWITCH65,1133,1,62,1,1,1,0,0,1,0,1,1,0
SWITCH65,1132,2,62,1,0,1,0,1,0,1,1,0,1
SWITCH65,1133,0,62,0,1,0,1,1,0,1,1,0,0
SWITCH66,1134,1,63,0,1,0,1,0,1,1,0,1,0
SWITCH66,1134,2,63,0,1,1,0,0,1,0,1,1,0
SWITCH66,1133,0,63,1,0,0,1,1,0,1,0,0,1
SWITCH66,1134,1,63,1,1,1,0,0,1,0,1,1,0
SWITCH67,1135,2,64,1,0,1,0,1,0,1,1,0,1
SWITCH65,1132,0,62,0,1,0,1,1,0,1,1,0,0
SWITCH65,1133,1,62,0,1,0,1,0,1,1,0,1,0
SWITCH66,1134,2,63,0,1,1,0,0,1,0,1,1,0
SWITCH66,1134,0,63,1,0,0,1,1,0,1,0,0,1
SWITCH66,1133,1,63,1,1,1,0,0,1,0,1,1,0
SWITCH66,1134,2,63,1,0,1,0,1,0,1,1,0,1
SWITCH65,1132,0,62,0,1,0,1,1,0,1,1,0,0
SWITCH65,1133,1,62,0,1,0,1,0,1,1,0,1,0
SWITCH66,1134,2,63,0,1,1,0,0,1,0,1,1,0
SWITCH66,1134,0,63,1,0,0,1,1,0,1,0,0,1
SWITCH66,1133,1,63,1,1,1,0,0,1,0,1,1,0
SWITCH66,1134,2,63,1,0,1,0,1,0,1,1,0,1
SWITCH67,1135,0,64,0,1,0,1,1,0,1,1,0,0
SWITCH67,1135,1,64,0,1,0,1,0,1,1,0,1,0
SWITCH67,1134,2,64,0,1,1,0,0,1,0,1,1,0
SWITCH67,1135,0,64,1,0,0,1,1,0,1,0,0,1
SWITCH68,1136,1,65,1,1,1,0,0,1,0,1,1,0
SWITCH66,1133,2,63,1,0,1,0,1,0,1,1,0,1
SWITCH66,1134,0,63,0,1,0,1,1,0,1,1,0,0
SWITCH67,1135,1,64,0,1,0,1,0,1,1,0,1,0
SWITCH67,1135,2,64,0,1,1,0,0,1,0,1,1,0
SWITCH67,1134,0,64,1,0,0,1,1,0,1,0,0,1
SWITCH67,1135,1,64,1,1,1,0,0,1,0,1,1,0
SWITCH66,1133,2,63,1,0,1,0,1,0,1,1,0,1
SWITCH66,1134,0,63,0,1,0,1,1,0,1,1,0,0
SWITCH67,1135,1,64,0,1,0,1,0,1,1,0,1,0
SWITCH67,1135,2,64,0,1,1,0,0,1,0,1,1,0
SWITCH67,1134,0,64,1,0,0,1,1,0,1,0,0,1
SWITCH67,1135,1,64,1,1,1,0,0,1,0,1,1,0
SWITCH68,1136,2,65,1,0,1,0,1,0,1,1,0,1
SWITCH68,1136,0,65,0,1,0,1,1,0,1,1,0,0
SWITCH68,1135,1,65,0,1,0,1,0,1,1,0,1,0
SWITCH68,1136,2,65,0,1,1,0,0,1,0,1,1,0
SWITCH69,1137,0,66,1,0,0,1,1,0,1,0,0,1
SWITCH67,1134,1,64,1,1,1,0,0,1,0,1,1,0
SWITCH67,1135,2,64,1,0,1,0,1,0,1,1,0,1
SWITCH68,1136,0,65,0,1,0,1,1,0,1,1,0,0
SWITCH68,1136,1,65,0,1,0,1,0,1,1,0,1,0
SWITCH68,1135,2,65,0,1,1,0,0,1,0,1,1,0
SWITCH68,1136,0,65,1,0,0,1,1,0,1,0,0,1
SWITCH67,1134,1,64,1,1,1,0,0,1,0,1,1,0
SWITCH67,1135,2,64,1,0,1,0,1,0,1,1,0,1
SWITCH68,1136,0,65,0,1,0,1,1,0,1,1,0,0
SWITCH68,1136,1,65,0,1,0,1,0,1,1,0,1,0
SWITCH68,1135,2,65,0,1,1,0,0,1,0,1,1,0
SWITCH68,1136,0,65,1,0,0,1,1,0,1,0,0,1
SWITCH69,1137,1,66,1,1,1,0,0,1,0,1,1,0
SWITCH69,1137,2,66,1,0,1,0,1,0,1,1,0,1
SWITCH69,1136,0,66,0,1,0,1,1,0,1,1,0,0
SWITCH69,1137,1,66,0,1,0,1,0,1,1,0,1,0
SWITCH70,1138,2,67,0,1,1,0,0,1,0,1,1,0
SWITCH68,1135,0,65,1,0,0,1,1,0,1,0,0,1
SWITCH68,1136,1,65,1,1,1,0,0,1,0,1,1,0
SWITCH69,1137,2,66,1,0,1,0,1,0,1,1,0,1
SWITCH69,1137,0,66,0,1,0,1,1,0,1,1,0,0
SWITCH69,1136,1,66,0,1,0,1,0,1,1,0,1,0
SWITCH69,1137,2,66,0,1,1,0,0,1,0,1,1,0
SWITCH68,1135,0,65,1,0,0,1,1,0,1,0,0,1
SWITCH68,1136,1,65,1,1,1,0,0,1,0,1,1,0
SWITCH69,1137,2,66,1,0,1,0,1,0,1,1,0,1
SWITCH69,1137,0,66,0,1,0,1,1,0,1,1,0,0
SWITCH69,1136,1,66,0,1,0,1,0,1,1,0,1,0
SWITCH69,1137,2,66,0,1,1,0,0,1,0,1,1,0
SWITCH70,1138,0,67,1,0,0,1,1,0,1,0,0,1
SWITCH70,1138,1,67,1,1,1,0,0,1,0,1,1,0
SWITCH70,1137,2,67,1,0,1,0,1,0,1,1,0,1
SWITCH70,1138,0,67,0,1,0,1,1,0,1,1,0,0
SWITCH71,1139,1,68,0,1,0,1,0,1,1,0,1,0
SWITCH69,1136,2,66,0,1,1,0,0,1,0,1,1,0
SWITCH69,1137,0,66,1,0,0,1,1,0,1,0,0,1
SWITCH70,1138,1,67,1,1,1,0,0,1,0,1,1,0
SWITCH70,1138,2,67,1,0,1,0,1,0,1,1,0,1
SWITCH70,1137,0,67,0,1,0,1,1,0,1,1,0,0
SWITCH70,1138,1,67,0,1,0,1,0,1,1,0,1,0
SWITCH69,1136,2,66,0,1,1,0,0,1,0,1,1,0
SWITCH69,1137,0,66,1,0,0,1,1,0,1,0,0,1
SWITCH70,1138,1,67,1,1,1,0,0,1,0,1,1,0
SWITCH70,1138,2,67,1,0,1,0,1,0,1,1,0,1
SWITCH70,1137,0,67,0,1,0,1,1,0,1,1,0,0
SWITCH70,1138,1,67,0,1,0,1,0,1,1,0,1,0
SWITCH71,1139,2,68,0,1,1,0,0,1,0,1,1,0
SWITCH71,1139,0,68,1,0,0,1,1,0,1,0,0,1
SWITCH71,1138,1,68,1,1,1,0,0,1,0,1,1,0
SWITCH71,1139,2,68,1,0,1,0,1,0,1,1,0,1
SWITCH72,1140,0,69,0,1,0,1,1,0,1,1,0,0
SWITCH70,1137,1,67,0,1,0,1,0,1,1,0,1,0
SWITCH70,1138,2,67,0,1,1,0,0,1,0,1,1,0
SWITCH71,1139,0,68,1,0,0,1,1,0,1,0,0,1
SWITCH71,1139,1,68,1,1,1,0,0,1,0,1,1,0
SWITCH71,1138,2,68,1,0,1,0,1,0,1,1,0,1
SWITCH71,1139,0,68,0,1,0,1,1,0,1,1,0,0
SWITCH70,1137,1,67,0,1,0,1,0,1,1,0,1,0
SWITCH70,1138,2,67,0,1,1,0,0,1,0,1,1,0
SWITCH71,1139,0,68,1,0,0,1,1,0,1,0,0,1
SWITCH71,1139,1,68,1,1,1,0,0,1,0,1,1,0
SWITCH71,1138,2,68,1,0,1,0,1,0,1,1,0,1
SWITCH71,1139,0,68,0,1,0,1,1,0,1,1,0,0
SWITCH72,1140,1,69,0,1,0,1,0,1,1,0,1,0
SWITCH72,1140,2,69,0,1,1,0,0,1,0,1,1,0
SWITCH72,1139,0,69,1,0,0,1,1,0,1,0,0,1
SWITCH72,1140,1,69,1,1,1,0,0,1,0,1,1,0
SWITCH73,1141,2,70,1,0,1,0,1,0,1,1,0,1
SWITCH71,1138,0,68,0,1,0,1,1,0,1,1,0,0
SWITCH71,1139,1,68,0,1,0,1,0,1,1,0,1,0
SWITCH72,1140,2,69,0,1,1,0,0,1,0,1,1,0
SWITCH72,1140,0,69,1,0,0,1,1,0,1,0,0,1
SWITCH72,1139,1,69,1,1,1,0,0,1,0,1,1,0
SWITCH72,1140,2,69,1,0,1,0,1,0,1,1,0,1
SWITCH71,1138,0,68,0,1,0,1,1,0,1,1,0,0
SWITCH71,1139,1,68,0,1,0,1,0,1,1,0,1,0
SWITCH72,1140,2,69,0,1,1,0,0,1,0,1,1,0
SWITCH72,1140,0,69,1,0,0,1,1,0,1,0,0,1
SWITCH72,1139,1,69,1,1,1,0,0,1,0,1,1,0
SWITCH72,1140,2,69,1,1,1,1,1,1,1,1,1,1
SWITCH73,1141,0,70,1,1,1,1,1,1,1,1,1,1
SWITCH73,1141,1,70,1,1,1,1,1,1,1,1,1,1
SWITCH73,1140,2,70,1,1,1,1,1,1,1,1,1,1
SWITCH73,1141,0,70,1,1,1,1,1,1,1,1,1,1
SWITCH74,1142,1,71,1,1,1,1,1,1,1,1,1,1
SWITCH72,1139,2,69,1,1,1,1,1,1,1,1,1,1
SWITCH72,1140,0,69,1,1,1,1,1,1,1,1,1,1
SWITCH73,1141,1,70,1,1,1,1,1,1,1,1,1,1
SWITCH73,1141,2,70,1,1,1,1,1,1,1,1,1,1
SWITCH73,1140,0,70,1,1,1,1,1,1,1,1,1,1
SWITCH73,1141,1,70,1,0,1,0,1,0,1,1,0,1
SWITCH72,1139,2,69,0,1,0,1,1,0,1,1,0,0
SWITCH72,1140,0,69,0,1,0,1,0,1,1,0,1,0
SWITCH73,1141,1,70,0,1,1,0,0,1,0,1,1,0
SWITCH73,1141,2,70,0,0,0,0,0,0,0,0,0,0
SWITCH73,1140,0,70,0,0,0,0,0,0,0,0,0,0
SWITCH73,1141,1,70,0,0,0,0,0,0,0,0,0,0
SWITCH74,1142,2,71,0,0,0,0,0,0,0,0,0,0
SWITCH74,1142,0,71,0,0,0,0,0,0,0,0,0,0
SWITCH74,1141,1,71,0,0,0,0,0,0,0,0,0,0
SWITCH74,1142,2,71,0,0,0,0,0,0,0,0,0,0
SWITCH75,1143,0,72,0,0,0,0,0,0,0,0,0,0
SWITCH73,1140,1,70,0,0,0,0,0,0,0,0,0,0
SWITCH73,1141,2,70,0,0,0,0,0,0,0,0,0,0
SWITCH74,1142,0,71,0,0,0,0,0,0,0,0,0,0
SWITCH74,1142,1,71,0,0,0,0,0,0,0,0,0,0
SWITCH74,1141,2,71,0,0,0,0,0,0,0,0,0,0
SWITCH74,1142,0,71,0,1,1,0,0,1,0,1,1,0
SWITCH73,1140,1,70,0,1,1,0,0,1,0,1,1,0
SWITCH73,1141,2,70,0,1,1,0,0,1,0,1,1,0
SWITCH74,1142,0,71,0,1,1,0,0,1,0,1,1,0
SWITCH74,1142,1,71,0,1,1,0,0,1,0,1,1,0
SWITCH74,1141,2,71,0,1,1,0,0,1,0,1,1,0
SWITCH74,1142,0,71,0,1,1,0,0,1,0,1,1,0
SWITCH75,1143,1,72,0,1,1,0,0,1,0,1,1,0
SWITCH75,1143,2,72,0,1,1,0,0,1,0,1,1,0
SWITCH75,1142,0,72,1,0,0,1,1,0,1,0,0,1
SWITCH75,1143,1,72,1,1,1,0,0,1,0,1,1,0
SWITCH76,1144,2,73,1,0,1,0,1,0,1,1,0,1
SWITCH74,1141,0,71,0,1,0,1,1,0,1,1,0,0
SWITCH74,1142,1,71,0,1,0,1,0,1,1,0,1,0
SWITCH75,1143,2,72,0,1,1,0,0,1,0,1,1,0
SWITCH75,1143,0,72,1,0,0,1,1,0,1,0,0,1
SWITCH75,1142,1,72,1,1,1,0,0,1,0,1,1,0
SWITCH75,1143,2,72,1,0,1,0,1,0,1,1,0,1
SWITCH74,1141,0,71,0,1,0,1,1,0,1,1,0,0
SWITCH74,1142,1,71,0,1,0,1,0,1,1,0,1,0
SWITCH75,1143,2,72,0,1,1,0,0,1,0,1,1,0
SWITCH75,1143,0,72,1,0,0,1,1,0,1,0,0,1
SWITCH75,1142,1,72,1,1,1,0,0,1,0,1,1,0
SWITCH75,1143,2,72,1,0,1,0,1,0,1,1,0,1
SWITCH76,1144,0,73,0,1,0,1,1,0,1,1,0,0
SWITCH76,1144,1,73,0,1,0,1,0,1,1,0,1,0
SWITCH76,1143,2,73,0,1,1,0,0,1,0,1,1,0
SWITCH76,1144,0,73,1,0,0,1,1,0,1,0,0,1
SWITCH77,1145,1,74,1,1,1,0,0,1,0,1,1,0
SWITCH75,1142,2,72,1,0,1,0,1,0,1,1,0,1
SWITCH75,1143,0,72,0,1,0,1,1,0,1,1,0,0
SWITCH76,1144,1,73,0,1,0,1,0,1,1,0,1,0
SWITCH76,1144,2,73,0,1,1,0,0,1,0,1,1,0
SWITCH76,1143,0,73,1,0,0,1,1,0,1,0,0,1
SWITCH76,1144,1,73,1,1,1,0,0,1,0,1,1,0
SWITCH75,1142,2,72,1,0,1,0,1,0,1,1,0,1
SWITCH75,1143,0,72,0,1,0,1,1,0,1,1,0,0
SWITCH76,1144,1,73,0,1,0,1,0,1,1,0,1,0
SWITCH76,1144,2,73,0,1,1,0,0,1,0,1,1,0
SWITCH76,1143,0,73,1,0,0,1,1,0,1,0,0,1
SWITCH76,1144,1,73,1,1,1,0,0,1,0,1,1,0
SWITCH77,1145,2,74,1,0,1,0,1,0,1,1,0,1
SWITCH77,1145,0,74,0,1,0,1,1,0,1,1,0,0
SWITCH77,1144,1,74,0,1,0,1,0,1,1,0,1,0
SWITCH77,1145,2,74,0,1,1,0,0,1,0,1,1,0
SWITCH78,1146,0,75,1,0,0,1,1,0,1,0,0,1
SWITCH76,1143,1,73,1,1,1,0,0,1,0,1,1,0
SWITCH76,1144,2,73,1,0,1,0,1,0,1,1,0,1
SWITCH77,1145,0,74,0,1,0,1,1,0,1,1,0,0
SWITCH77,1145,1,74,0,1,0,1,0,1,1,0,1,0
SWITCH77,1144,2,74,0,1,1,0,0,1,0,1,1,0
SWITCH77,1145,0,74,1,0,0,1,1,0,1,0,0,1
SWITCH76,1143,1,73,1,1,1,0,0,1,0,1,1,0
SWITCH76,1144,2,73,1,0,1,0,1,0,1,1,0,1
SWITCH77,1145,0,74,0,1,0,1,1,0,1,1,0,0
SWITCH77,1145,1,74,0,1,0,1,0,1,1,0,1,0
SWITCH77,1144,2,74,0,1,1,0,0,1,0,1,1,0
SWITCH77,1145,0,74,1,0,0,1,1,0,1,0,0,1
SWITCH78,1146,1,75,1,1,1,0,0,1,0,1,1,0
SWITCH78,1146,2,75,1,0,1,0,1,0,1,1,0,1
SWITCH78,1145,0,75,0,1,0,1,1,0,1,1,0,0
SWITCH78,1146,1,75,0,1,0,1,0,1,1,0,1,0
SWITCH79,1147,2,76,0,1,1,0,0,1,0,1,1,0
SWITCH77,1144,0,74,1,0,0,1,1,0,1,0,0,1
SWITCH77,1145,1,74,1,1,1,0,0,1,0,1,1,0
SWITCH78,1146,2,75,1,0,1,0,1,0,1,1,0,1
SWITCH78,1146,0,75,0,1,0,1,1,0,1,1,0,0
SWITCH78,1145,1,75,0,1,0,1,0,1,1,0,1,0
SWITCH78,1146,2,75,0,1,1,0,0,1,0,1,1,0
SWITCH77,1144,0,74,1,0,0,1,1,0,1,0,0,1
SWITCH77,1145,1,74,1,1,1,0,0,1,0,1,1,0
SWITCH78,1146,2,75,1,0,1,0,1,0,1,1,0,1
SWITCH78,1146,0,75,0,1,0,1,1,0,1,1,0,0
SWITCH78,1145,1,75,0,1,0,1,0,1,1,0,1,0
SWITCH78,1146,2,75,0,1,1,0,0,1,0,1,1,0
SWITCH79,1147,0,76,1,0,0,1,1,0,1,0,0,1
SWITCH79,1147,1,76,1,1,1,0,0,1,0,1,1,0
SWITCH79,1146,2,76,1,0,1,0,1,0,1,1,0,1
SWITCH79,1147,0,76,0,1,0,1,1,0,1,1,0,0
SWITCH80,1148,1,77,0,1,0,1,0,1,1,0,1,0
SWITCH78,1145,2,75,0,1,1,0,0,1,0,1,1,0
SWITCH78,1146,0,75,1,0,0,1,1,0,1,0,0,1
SWITCH79,1147,1,76,1,1,1,0,0,1,0,1,1,0
SWITCH79,1147,2,76,1,0,1,0,1,0,1,1,0,1
SWITCH79,1146,0,76,0,1,0,1,1,0,1,1,0,0
SWITCH79,1147,1,76,0,1,0,1,0,1,1,0,1,0
SWITCH78,1145,2,75,0,1,1,0,0,1,0,1,1,0
SWITCH78,1146,0,75,1,0,0,1,1,0,1,0,0,1
SWITCH79,1147,1,76,1,1,1,0,0,1,0,1,1,0
SWITCH79,1147,2,76,1,0,1,0,1,0,1,1,0,1
SWITCH79,1146,0,76,0,1,0,1,1,0,1,1,0,0
SWITCH79,1147,1,76,0,1,0,1,0,1,1,0,1,0
SWITCH80,1148,2,77,0,1,1,0,0,1,0,1,1,0
SWITCH80,1148,0,77,1,0,0,1,1,0,1,0,0,1
SWITCH80,1147,1,77,1,1,1,0,0,1,0,1,1,0
SWITCH80,1148,2,77,1,0,1,0,1,0,1,1,0,1
SWITCH81,1149,0,78,0,1,0,1,1,0,1,1,0,0
SWITCH79,1146,1,76,0,1,0,1,0,1,1,0,1,0
SWITCH79,1147,2,76,0,1,1,0,0,1,0,1,1,0
SWITCH80,1148,0,77,1,0,0,1,1,0,1,0,0,1
SWITCH80,1148,1,77,1,1,1,0,0,1,0,1,1,0
SWITCH80,1147,2,77,1,0,1,0,1,0,1,1,0,1
SWITCH80,1148,0,77,0,1,0,1,1,0,1,1,0,0
SWITCH79,1146,1,76,0,1,0,1,0,1,1,0,1,0
SWITCH79,1147,2,76,0,1,1,0,0,1,0,1,1,0
SWITCH80,1148,0,77,1,0,0,1,1,0,1,0,0,1
SWITCH80,1148,1,77,1,1,1,0,0,1,0,1,1,0
SWITCH80,1147,2,77,1,0,1,0,1,0,1,1,0,1
SWITCH80,1148,0,77,0,1,0,1,1,0,1,1,0,0
SWITCH81,1149,1,78,0,1,0,1,0,1,1,0,1,0
SWITCH81,1149,2,78,0,1,1,0,0,1,0,1,1,0
SWITCH81,1148,0,78,1,0,0,1,1,0,1,0,0,1
SWITCH81,1149,1,78,1,1,1,0,0,1,0,1,1,0
SWITCH82,1150,2,79,1,0,1,0,1,0,1,1,0,1
SWITCH80,1147,0,77,0,1,0,1,1,0,1,1,0,0
SWITCH80,1148,1,77,0,1,0,1,0,1,1,0,1,0
SWITCH81,1149,2,78,0,1,1,0,0,1,0,1,1,0
SWITCH81,1149,0,78,1,0,0,1,1,0,1,0,0,1
SWITCH81,1148,1,78,1,1,1,0,0,1,0,1,1,0
SWITCH81,1149,2,78,1,0,1,0,1,0,1,1,0,1
SWITCH80,1147,0,77,0,1,0,1,1,0,1,1,0,0
SWITCH80,1148,1,77,0,1,0,1,0,1,1,0,1,0
SWITCH81,1149,2,78,0,1,1,0,0,1,0,1,1,0
SWITCH81,1149,0,78,1,0,0,1,1,0,1,0,0,1
SWITCH81,1148,1,78,1,1,1,0,0,1,0,1,1,0
SWITCH81,1149,2,78,1,0,1,0,1,0,1,1,0,1
SWITCH82,1150,0,79,0,1,0,1,1,0,1,1,0,0
SWITCH82,1150,1,79,0,1,0,1,0,1,1,0,1,0
SWITCH82,1149,2,79,0,1,1,0,0,1,0,1,1,0
SWITCH82,1150,0,79,1,0,0,1,1,0,1,0,0,1
SWITCH83,1151,1,80,1,1,1,0,0,1,0,1,1,0
SWITCH81,1148,2,78,1,0,1,0,1,0,1,1,0,1
SWITCH81,1149,0,78,0,1,0,1,1,0,1,1,0,0
SWITCH82,1150,1,79,0,1,0,1,0,1,1,0,1,0
SWITCH82,1150,2,79,0,1,1,0,0,1,0,1,1,0
SWITCH82,1149,0,79,1,0,0,1,1,0,1,0,0,1
SWITCH82,1150,1,79,1,1,1,0,0,1,0,1,1,0
SWITCH81,1148,2,78,1,0,1,0,1,0,1,1,0,1
SWITCH81,1149,0,78,0,1,0,1,1,0,1,1,0,0
SWITCH82,1150,1,79,0,1,0,1,0,1,1,0,1,0
SWITCH82,1150,2,79,0,1,1,0,0,1,0,1,1,0
SWITCH82,1149,0,79,1,0,0,1,1,0,1,0,0,1
SWITCH82,1150,1,79,1,1,1,0,0,1,0,1,1,0
SWITCH83,1151,2,80,1,0,1,0,1,0,1,1,0,1
SWITCH83,1151,0,80,0,1,0,1,1,0,1,1,0,0
SWITCH83,1150,1,80,0,1,0,1,0,1,1,0,1,0
SWITCH83,1151,2,80,0,1,1,0,0,1,0,1,1,0
SWITCH84,1152,0,81,1,0,0,1,1,0,1,0,0,1
SWITCH82,1149,1,79,1,1,1,0,0,1,0,1,1,0
SWITCH82,1150,2,79,1,0,1,0,1,0,1,1,0,1
SWITCH83,1151,0,80,0,1,0,1,1,0,1,1,0,0
SWITCH83,1151,1,80,0,1,0,1,0,1,1,0,1,0
SWITCH83,1150,2,80,0,1,1,0,0,1,0,1,1,0
SWITCH83,1151,0,80,1,0,0,1,1,0,1,0,0,1
SWITCH82,1149,1,79,1,1,1,0,0,1,0,1,1,0
SWITCH82,1150,2,79,1,0,1,0,1,0,1,1,0,1
SWITCH83,1151,0,80,0,1,0,1,1,0,1,1,0,0
SWITCH83,1151,1,80,0,1,0,1,0,1,1,0,1,0
SWITCH83,1150,2,80,0,1,1,0,0,1,0,1,1,0
SWITCH83,1151,0,80,1,0,0,1,1,0,1,0,0,1
SWITCH84,1152,1,81,1,1,1,0,0,1,0,1,1,0
SWITCH84,1152,2,81,1,0,1,0,1,0,1,1,0,1
SWITCH84,1151,0,81,0,1,0,1,1,0,1,1,0,0
SWITCH84,1152,1,81,0,1,0,1,0,1,1,0,1,0
SWITCH85,1153,2,82,0,1,1,0,0,1,0,1,1,0
SWITCH83,1150,0,80,1,0,0,1,1,0,1,0,0,1
SWITCH83,1151,1,80,1,1,1,0,0,1,0,1,1,0
SWITCH84,1152,2,81,1,0,1,0,1,0,1,1,0,1
SWITCH84,1152,0,81,0,1,0,1,1,0,1,1,0,0
SWITCH84,1151,1,81,0,1,0,1,0,1,1,0,1,0
SWITCH84,1152,2,81,0,1,1,0,0,1,0,1,1,0
SWITCH83,1150,0,80,1,0,0,1,1,0,1,0,0,1
SWITCH83,1151,1,80,1,1,1,0,0,1,0,1,1,0
SWITCH84,1152,2,81,1,0,1,0,1,0,1,1,0,1
SWITCH84,1152,0,81,0,1,0,1,1,0,1,1,0,0
SWITCH84,1151,1,81,0,1,0,1,0,1,1,0,1,0
SWITCH84,1152,2,81,0,1,1,0,0,1,0,1,1,0
SWITCH85,1153,0,82,1,0,0,1,1,0,1,0,0,1
SWITCH85,1153,1,82,1,1,1,0,0,1,0,1,1,0
SWITCH85,1152,2,82,1,0,1,0,1,0,1,1,0,1
SWITCH85,1153,0,82,0,1,0,1,1,0,1,1,0,0
SWITCH86,1154,1,83,0,1,0,1,0,1,1,0,1,0
SWITCH84,1151,2,81,0,1,1,0,0,1,0,1,1,0
SWITCH84,1152,0,81,1,0,0,1,1,0,1,0,0,1
SWITCH85,1153,1,82,1,1,1,0,0,1,0,1,1,0
SWITCH85,1153,2,82,1,0,1,0,1,0,1,1,0,1
SWITCH85,1152,0,82,0,1,0,1,1,0,1,1,0,0
SWITCH85,1153,1,82,0,1,0,1,0,1,1,0,1,0
SWITCH84,1151,2,81,0,1,1,0,0,1,0,1,1,0
SWITCH84,1152,0,81,1,0,0,1,1,0,1,0,0,1
SWITCH85,1153,1,82,1,1,1,0,0,1,0,1,1,0
SWITCH85,1153,2,82,1,0,1,0,1,0,1,1,0,1
SWITCH85,1152,0,82,0,1,0,1,1,0,1,1,0,0
SWITCH85,1153,1,82,0,1,0,1,0,1,1,0,1,0
SWITCH86,1154,2,83,0,1,1,0,0,1,0,1,1,0
SWITCH86,1154,0,83,1,0,0,1,1,0,1,0,0,1
SWITCH86,1153,1,83,1,1,1,0,0,1,0,1,1,0
SWITCH86,1154,2,83,1,0,1,0,1,0,1,1,0,1
SWITCH87,1155,0,84,0,1,0,1,1,0,1,1,0,0
SWITCH85,1152,1,82,0,1,0,1,0,1,1,0,1,0
SWITCH85,1153,2,82,0,1,1,0,0,1,0,1,1,0
SWITCH86,1154,0,83,1,0,0,1,1,0,1,0,0,1
SWITCH86,1154,1,83,1,1,1,0,0,1,0,1,1,0
SWITCH86,1153,2,83,1,0,1,0,1,0,1,1,0,1
SWITCH86,1154,0,83,0,1,0,1,1,0,1,1,0,0
SWITCH85,1152,1,82,0,1,0,1,0,1,1,0,1,0
SWITCH85,1153,2,82,0,1,1,0,0,1,0,1,1,0
SWITCH86,1154,0,83,1,0,0,1,1,0,1,0,0,1
SWITCH86,1154,1,83,1,1,1,0,0,1,0,1,1,0
SWITCH86,1153,2,83,1,0,1,0,1,0,1,1,0,1
SWITCH86,1154,0,83,0,1,0,1,1,0,1,1,0,0
SWITCH87,1155,1,84,0,1,0,1,0,1,1,0,1,0
SWITCH87,1155,2,84,0,1,1,0,0,1,0,1,1,0
SWITCH87,1154,0,84,1,0,0,1,1,0,1,0,0,1
SWITCH87,1155,1,84,1,1,1,0,0,1,0,1,1,0
SWITCH88,1156,2,85,1,0,1,0,1,0,1,1,0,1
SWITCH86,1153,0,83,0,1,0,1,1,0,1,1,0,0
SWITCH86,1154,1,83,0,1,0,1,0,1,1,0,1,0
SWITCH87,1155,2,84,0,1,1,0,0,1,0,1,1,0
SWITCH87,1155,0,84,1,0,0,1,1,0,1,0,0,1
SWITCH87,1154,1,84,1,1,1,0,0,1,0,1,1,0
SWITCH87,1155,2,84,1,0,1,0,1,0,1,1,0,1
SWITCH86,1153,0,83,0,1,0,1,1,0,1,1,0,0
SWITCH86,1154,1,83,0,1,0,1,0,1,1,0,1,0
SWITCH87,1155,2,84,0,1,1,0,0,1,0,1,1,0
SWITCH87,1155,0,84,1,0,0,1,1,0,1,0,0,1
SWITCH87,1154,1,84,1,1,1,0,0,1,0,1,1,0
SWITCH87,1155,2,84,1,0,1,0,1,0,1,1,0,1
SWITCH88,1156,0,85,0,1,0,1,1,0,1,1,0,0
SWITCH88,1156,1,85,0,1,0,1,0,1,1,0,1,0
SWITCH88,1155,2,85,0,1,1,0,0,1,0,1,1,0
SWITCH88,1156,0,85,1,0,0,1,1,0,1,0,0,1
SWITCH89,1157,1,86,1,1,1,0,0,1,0,1,1,0
SWITCH87,1154,2,84,1,0,1,0,1,0,1,1,0,1
SWITCH87,1155,0,84,0,1,0,1,1,0,1,1,0,0
SWITCH88,1156,1,85,0,1,0,1,0,1,1,0,1,0
SWITCH88,1156,2,85,0,1,1,0,0,1,0,1,1,0
SWITCH88,1155,0,85,1,0,0,1,1,0,1,0,0,1
SWITCH88,1156,1,85,1,1,1,0,0,1,0,1,1,0
SWITCH87,1154,2,84,1,0,1,0,1,0,1,1,0,1
SWITCH87,1155,0,84,0,1,0,1,1,0,1,1,0,0
SWITCH88,1156,1,85,0,1,0,1,0,1,1,0,1,0
SWITCH88,1156,2,85,0,1,1,0,0,1,0,1,1,0
SWITCH88,1155,0,85,1,0,0,1,1,0,1,0,0,1
SWITCH88,1156,1,85,1,1,1,0,0,1,0,1,1,0
SWITCH89,1157,2,86,1,0,1,0,1,0,1,1,0,1
SWITCH89,1157,0,86,0,1,0,1,1,0,1,1,0,0
SWITCH89,1156,1,86,0,1,0,1,0,1,1,0,1,0
SWITCH89,1157,2,86,0,1,1,0,0,1,0,1,1,0
SWITCH90,1158,0,87,1,0,0,1,1,0,1,0,0,1
SWITCH88,1155,1,85,1,1,1,0,0,1,0,1,1,0
SWITCH88,1156,2,85,1,0,1,0,1,0,1,1,0,1
SWITCH89,1157,0,86,0,1,0,1,1,0,1,1,0,0
SWITCH89,1157,1,86,0,1,0,1,0,1,1,0,1,0
SWITCH89,1156,2,86,0,1,1,0,0,1,0,1,1,0
SWITCH89,1157,0,86,1,0,0,1,1,0,1,0,0,1
SWITCH88,1155,1,85,1,1,1,0,0,1,0,1,1,0
